"Abundance: F1: Sample, NCL_VEH","Abundance: F2: Sample, NCL_LNA","Abundance: F3: Sample, NCL_ION","Abundance: F4: Sample, CL_VEH","Abundance: F5: Sample, CL_LNA","Abundance: F6: Sample, CL_ION","Abundance: F7: Sample, NCL_VEH","Abundance: F8: Sample, NCL_LNA","Abundance: F9: Sample, NCL_ION","Abundance: F10: Sample, CL_VEH","Abundance: F11: Sample, CL_LNA","Abundance: F12: Sample, CL_ION","Abundance: F13: Sample, NCL_VEH","Abundance: F14: Sample, NCL_LNA","Abundance: F15: Sample, NCL_ION","Abundance: F16: Sample, CL_VEH","Abundance: F17: Sample, CL_LNA","Abundance: F18: Sample, CL_ION"
,,,,,,,,,,,,,,,,,
,,,,,27454.61914,359536.9063,148668.25,396796.9063,148984.8594,256148.625,1420629.625,,140741.3906,,142992.5781,,28752.875
,,,518770.4063,60420.53906,100015.7813,591581.4375,269679,,163513.7969,1526866.5,987046.0625,,972844.4375,,288197.2188,,48055.34375
12810075,8898753.51,12385150,21788536.94,3623091.094,839640.3594,12814406.76,9966553.984,11008064,10822232,17243500,9616217,14101753,13111905.68,10019697,11823585.75,639192.5625,10912935.81
,,,187003.4688,93521.92969,25899.91016,344533.5938,113273.1328,,177017.9375,864685.6875,1324214,,1171640.75,,,,
,,,410629.875,,44825.57861,624993.6875,266235.5,,,151643.5625,1168992.367,,457155.1563,,598051.0625,,283859.4844
,,,,,,,,,,,,,,,776663.25,,
,,,,,,,,,,,454205.0313,,15625.83984,,,,13613.5127
5655.067871,3989.422852,520166.7927,977980.5625,307120.6875,70467.0166,1182603.5,806069.125,12759.2251,582741.5103,677711.75,610171.2988,22174.91602,1925044.283,33756.21484,1801958.565,59937.73535,1763900.951
,,,65102.98438,,,65026.53906,,,,,1838641,,,,,,64064.23047
,,,,589346.0508,133980.1406,,,,333520.0547,4043363.797,939874.5781,,785365.2656,,2267228.594,260355.8125,525117.3516
500098.1563,,14857.39453,24864.72266,,,21517.26172,21441.6582,,,,,12068.71973,,17835.17383,,,47051.51563
1013109.813,104364.4141,15166.88965,1502061.957,587117.7622,96090.73779,1694823.327,1337997.553,44176.28564,732920.3701,945676.7075,797514.4475,1383548.363,2582662.69,123337.7031,2755499.131,58036.92773,2639786.058
,,,,20422.625,7405.108887,240082.9375,140392.7969,,,183902.4531,501777.875,,112533.0234,,,7986.456543,
4677.670898,,4130.80957,49341.11719,,,256903.125,80744.61719,,103603.3359,103239,999152.75,,,,,,
,,,1778612.625,259292.3125,173431.25,997784.8125,556790.625,,764707.8125,4964640,689630.0625,,2230656.25,,3144149.25,456017.3125,240481.2969
,,,623179.5625,68255.57813,,397082.9375,556010.625,,297562,1254588.875,531413.25,,815438.3125,,763554.25,34339.11426,222927.8086
,,,,,,,,,,,,,,,402046.0625,,
217678.1719,488112.2813,,687758.875,108504.9531,18339.19922,962662.3125,583568.4375,,439304.8125,750333.75,617300.875,4996229.75,792274.0625,,197638.625,,113019.543
866033.23,,414965.0049,1362075,339369.7969,32824.48438,2006637.625,1428824.059,312508.5625,927033.125,1166236.875,4300168.955,415759.0625,641700.5,,459988.0938,,177635.0391
1841430.5,,,,,,,,,,,,,,,,,
485998.6563,705149.625,833365.75,1321153.625,235445.5156,74427.5625,2325941.75,744849.4375,,627517.25,3825128.5,1213633.125,1897535.625,4804693,,958207.9375,240834.7969,433197.625
,,,1291936.351,102918.3447,22739.33301,2506122.25,1575052.375,,696775.25,2716513.934,2307435.348,,1830593.5,,1233647.5,,197829.8125
,,,,,,168503.3594,,,,,1176409.875,,44157.82422,,61522.36719,,20569.44141
,,,,849579.8125,,,915206.5625,,,2860222.5,,,15222392.89,,,193443.6875,
1753915.438,2029566.875,1956846.375,1958497.25,177052.0215,13490.83496,688836.7207,768499.9414,,809389.5557,1515765.117,1502877.979,539942.625,589546.2422,,2276964.25,,305167.1875
1086896.625,2812121.756,1254329.5,17664636.42,1136314.418,173351.7666,18867815.82,10921595.14,1555719.578,5172793.41,14871280.09,8552932.648,2750531.969,6344262.773,2565752,7233621.703,124294.5703,1029080.555
,,,,,13429.83984,166184.9531,34575.48438,,156371.5313,217348.6719,748372.4375,,157637.5156,,122875.2578,,295471.6875
,,,100738.3672,,,710078.6875,167026.9844,,140097.5938,242059,1819515.375,,90863.52344,,285436.1875,,20299.51953
,,,,,59103.10156,,,,,,688778.5,,,,,,241238.6719
4251916.5,2320735.25,,4543807.984,118061.3184,58939.45313,4296359.5,2992888.203,,632512.125,2131665,481955.4766,2787230.25,2047267.5,,463308.25,62552.95801,1929564.156
,,,,,,84350.96094,,,27083.23242,,171234.6875,,,,,,
,,612279.5625,144407.9102,,,84993.22656,61234.61328,,141350.5156,1392828.25,936859.5625,41710.70313,,192102.5781,394716.875,,44973.30078
465506.0938,548747.9375,,2449209,134493.7402,39205.78516,1904957.354,2144652.908,,995519.2344,1896736,1409639.875,,926387.6875,,431716.6563,,
,,,,,,,,,,29831.29492,,,701502.5625,,,,
,,,97363.78125,,50949.54297,87848.20313,,,43986.65625,137887.4844,677469.3125,,133242.3125,,,,
,9042.114258,,,,,,,,,,199249.625,,,,,,
,,,108193.4922,,,,,,,,356355.4688,,,,,,
,,,192286.875,117028.0391,28318.82813,661347.9375,324223.7188,,95402.92969,614960.25,1610119.625,,291106.3125,,137645.8809,,120510.4766
,,,,19959.10547,21799.96045,385815.4063,465471.25,,181119.543,1889402.625,2196652.75,,573720.25,,465269.1309,,82606.73389
,,,,,34680.26172,,112892.6563,,,313825.75,466360.2813,,561432.375,,,,39804.16406
,,,,,31256.42969,,,,92023.75,,855903.4375,,,,,,46382.51172
,463056.7188,,2324719.969,519215.5547,359107.7539,1255920.844,755916,,773452.7813,11853627.75,2432878.156,,2889539.938,420740.25,2164311.25,834608.4531,1307317.75
,,,,,,292875.1563,,,49993.48828,144957.5469,996404.375,,,,,,
,,,26161.53711,,,,46508.27344,,,,1959627.25,,,,,,
,,,,,,,,,,,609281.3125,,,,,,
2220273,1462086,133815,166557.3594,,,349086.3438,140264.8281,653873,118188.0313,206446.5938,763424,1678428,435239.5313,2224013.25,273694.8125,,168432.9063
,,,,,,41804.63672,,20634.67969,,,513788.375,,,,19662.30664,,
7443851.362,5093280.125,4815893.625,24926955.86,2683340.969,546414.2573,14630103.5,,2384768.75,7552417,18116092.23,8064419.43,5462110.125,108767.2734,2950592.246,6090502.028,583377.1875,4344760.711
3912420.922,56150.12891,8560707.977,437644.625,639064.125,357005,410624.5313,5216966.5,277757.582,,4659834.156,9618543.375,581862.1094,2800863.25,173705.5313,166214.4961,81136.57422,4625913.5
,,,875623.125,34772.375,,674844.0938,653759.4688,,275468.6797,436958.9375,442536.7656,,201989,,47759.875,,45329.98633
,,,438717.8125,154744.5781,56827.60156,598855.0625,508637.25,,438420.2813,1055982,,,565138.1875,,,,116950.5078
,,,2259934.25,13705.34668,14389.27246,758208.625,590733.0625,,769809.75,1749431.188,918364.625,,369825.4375,,254709.2188,,40559.16797
,43684.73047,,208416.3594,22333.45898,18644.20801,564216.5,183114.9375,,274550.4063,196064.0781,4213619,6918.589844,153134.6719,,139592.9688,,
,,5735.739258,1843071.625,101336.4922,,1249655.324,1049742.633,15237.72363,255182.9375,594589.0625,353640.9688,,248822.4688,,,,148949.4609
29889060,5432502.627,30351870.75,33894422.41,6770354.492,664374.0732,20273145.88,36958178.72,26855511.44,11837321.09,18267066,2613465.252,10382704,2595399.217,936261,22436687.66,240156.5313,3519365.797
7018.536133,,808957.875,,,546955.625,,33776.03516,38772.29688,,,875677.1875,,77314.49219,90117.74219,,,3130033.75
,228923.9531,253387.7031,772253.625,174385.4531,123522.875,319809.2188,245887.7813,,421517.0938,1320057.875,316087.0625,170933.6406,669144,,1134699.5,156141.4219,347590.6875
,,,,,,,,,,,335665.0313,,,,,,
2052684.375,4954522.009,2646082.664,972935.1699,149372.0391,80449.49805,2327800.4,1447386.828,28561466.14,,,497687.8188,2172985.5,25820.0918,1008078.188,,,589890.5625
43284820,17499165.84,28886884.05,73463326.62,8491222.781,1111093.392,63019941,56807858.44,40565513.01,16905634.72,49995806.88,18649648.8,16105490,14304019.33,1856779.25,21161220.91,489649.75,10187280.22
,,,136351.0781,15968.54004,,193541.8594,101970.2578,,95416.71875,89454.125,1515501,,53637.67188,,52624.89453,,39036.79688
,,,438207,6909.570801,3665.159424,30651.28906,,,21833.39453,657439.9707,268016.5625,,171574.25,,,,
,,,,,,,,,,,404456.2813,,,,,,
,,,,,,150875.2656,,,,79393.125,409946.5313,,,,,,96817.55469
2932229.227,1061413.25,1032124.938,5236900,963338.1445,155239.6064,2937608.258,3406932.26,1841580.125,1489836.375,2910037.063,1577701.904,569071.25,1471999.09,182579.9922,631757.3086,90456.30469,269677.5742
,,,,,,153775.375,,,99110.88281,42467.39844,2353719.5,,,,127375.2891,,
,365285.9688,,,,,,,230626.8125,,,138393.6875,,,,107093.5547,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,724090.4375,,,,,,
,,1702674.125,250717.6563,266288.5313,476811.1875,24089.55469,766217.4375,,204676.6563,1209836.5,4466461.5,,2154682.25,2453798.25,,446901.7969,2431839.203
,,,,35029.66406,,,302035.5,,,313771.0938,740708.8438,,463103.5313,,,,
,,,,,391853.8125,,,,,,2049802.875,,,,,,1228573
,,,,,,130719.8906,,,,,1521556.875,,,,,,
23263.19727,,,,,12845.43066,,221420.4531,,,,1636551.375,,734340,,,,23298.69922
,,,,,,,430353.3125,,,,,,,383723.0313,,,
,,,121866.3984,,,133944.4375,262819.0625,,87027.875,195266.9375,126675.8594,,348209.1875,,90634.64063,,30012.57422
107483.4688,,4028421,,156878.8438,1923277,,426360.6875,1034150.5,,1130495.75,7020371.5,,1122602.25,2471367,,598170.8125,5357636.5
,,5021.227051,91381.80469,217631.6563,47125.82617,2339278.25,1463127.25,,3370091.25,2970406.5,2762648.5,,,,5700258,,1105515.629
,,,82542.64063,,,124114.7188,70676.29688,,77200.75781,,1249620.25,,31851.66602,,12370.12109,,
,,,,,,,,,,,456705.2813,,,,,,
13579243,4249261.5,14419727,23784704,5356592,3142807.32,15724055,20778624,19325812,9179974,24210541.06,2938938.223,8001602.5,4580100,,17299744,1123244.625,9647397.609
,,,,34877.86328,91224.88281,135841.2813,115167.0703,,,,482873.1563,,134484.5313,,,,158935.1406
2153269.986,1062681.354,2272662.23,6119305.5,593130.6563,116057.2188,2107703.5,4764338,600755.1875,1131372.383,4186142.441,513364.4922,1574870.99,643863.6563,26884.11328,814960.25,,559579.75
,,,,,,208251.75,,,76013.20313,68917.10938,440426.75,,,,76479.36719,,
,,,162615.2813,,,,,,,394408.6563,,,,,,81299.17969,
,,,,,,,,,,,,,,,,,
138363.2031,628436.9375,563894.375,128506.9297,,,472067.875,184972.125,249320.4375,85263.76563,1796358.875,73388.71875,545865.0625,13474919,387113.7188,,205325.5,57449.53906
,,,38377.34766,,,120656.6797,39182.85938,,,,1268197.125,,,,21349.30273,,
,,1208823.375,,,,,,,,,565275.5,,,,,,
,,,526400.0625,,46327.37891,525481.875,356445.6563,,88923.89063,1691052,,,221974.1875,,3128191.25,83352.54688,
,,,179245.3906,,,467266.1563,170481,,178978.2969,246386.1406,1525438.125,,118345.2422,,359322.4063,,63133.39453
,,,69767.03125,,,287221.1875,79896.02344,,123175.3203,100595.5234,617605.375,,171387.5781,,164023.0313,,24438.32617
,,,189333.8594,,,348793.25,328633.9063,,268809.9063,294551.9688,1402398.75,,313468.8359,,135183.8125,,129286.2422
8956.907227,,27538.89648,165076.1406,30150.5,,,162105.9375,30331.04688,,383281.0625,,,97029.14063,15845.35645,21268.17383,,
,,,,,,,,,,,,,,,,,
587749.875,149308.75,,686731.7891,,,586040.8516,1110143.414,391325.9844,187913.75,346852.5313,311102.0938,,197029.5156,,,,76536.30469
,,,,13620.43164,,,,,,70451.02344,697297.4375,,,,,19629.13477,
885350.9375,1482463.25,1537089,4161350.25,373030.0938,79169.52344,2440577.5,2132053.25,982347,1358143.125,9948069,2115566,1313884.625,2991360.75,977306.4375,5125545,236790.2969,599344.25
,,,503382.4063,129949.7266,80426.30469,199388.3594,,,272778.3125,721630.25,300267.625,,,,,38653.59375,47884.35938
,,,154618.2031,,,365965.625,117697.125,,116148.8281,154825.2344,,,,,1183909.125,,
,,,,,24920.75,532834.625,256025.0156,,189410.5938,431785.5938,468073.0313,,369761.4375,,,,
315482.1875,,,835967,,121205.6406,1632812.125,794523.4375,,245274.9844,1300141.75,678977.625,,581167.25,,,41572.31641,
,,,225065.8281,,,198070.4219,132574.0469,,9913.5625,,1669205,,47310.86719,,51534.95703,,
,,,462669.6563,65855.15918,,778201.625,,,626711.75,947790.125,2144932.25,,1353416.125,,1585168.75,,482492.9375
,,,116208.5078,,,421414.625,93475.77344,,59810.09766,164609.1875,733436.25,,140826.4375,,143539.2188,,63994.31445
348943.7813,406820.459,813986.5,1012023.352,56669.12109,,1318947.906,771769.248,1253690,388327.3984,917203.6875,846319,466429.4375,490793.2168,160388.5938,1602463.445,,
,,,,,62802.78516,108493.7109,,,156246.4844,2534516.5,316672.8438,,782233.0625,,1885878.75,,120221.9922
,,,,,,,,,,,723510.5625,,,,,,264630.25
,,,,,,40837.47266,,,,231758.8125,1853016.625,,613616.6875,,,,
,,8632995,204049.7031,582155.8477,3870447.961,457369.8906,863847.8867,1439133.875,,1899940.297,11771169.32,,3227567.5,4571630,,1095778.25,8024451.773
,,,423839.8125,55439.61328,32913.33594,844573.0625,477055.5,,134839.8906,827480.75,,,274554.6875,,,,
3447180.25,4390359.5,4872416.5,,,,126547.2578,,7965623,,,986474.5,5895832.5,,11052188,,,
,,,,,,,,1657526.375,,,,,,,,,
333313420.5,80661621.58,164400252.1,585833533.2,34453751.07,8701243.424,428352991.3,310022522.5,100600431.6,89513705.72,297391867.7,107781247.3,144079449.6,110828964.3,3896618.262,35025997.32,4969743.186,31306477.44
457516.7813,629853.3203,,1313770.25,180481,22701.52148,2446014.25,1140391.125,212752.5469,1435743.592,1194378.125,13820091.8,,965771.1875,519694.5938,1345207.375,66301.33984,646275.3125
3433216.5,8254747,3561270.75,32256052,6821706.5,1699995.875,30243898,19035408,,29289006,39834020,22214696,,32937886,,56608564,4904918.32,11970117
7628151,6127573.313,5321082,40377914.4,8324393.719,738966.75,26079737.02,18321277.55,2223683.75,29680351.6,32075005.05,18630395.5,9588897,16774196.23,2974526,47232556.33,837258.5625,13871436.44
1329180.736,776470.3906,2556375.91,13788584,3714726.25,870453.8633,12263979,12038221,216670.7695,9546342,11307581.73,10323635.62,556961.666,10076722,129604.0313,13647795.96,893431.4375,8443205.229
,,,1399858.188,286025.8125,427852.5781,2656663.063,1087735.781,,1230288.063,2011939.875,19043190.31,,922675.5625,,543562.5,522718.9844,1432992.313
,,,,,,,,,,,,,,,,,
,,,317218.9375,,,270208.875,,,,1584011.25,171523.8438,,,,505801.625,,
,,,,35391.48047,,,,,32987.10156,116750.3203,1258509,,,,104723.1406,,150894
418704.75,,426643.3438,738485.4375,194237.0156,13444.92871,,476737.5313,235706.3125,,860955.125,345248.9375,190342.4043,,87634.46875,,,218102.8594
,13550.73535,,533060.8125,,,2207527,834704.3125,,852141.3125,1514503.875,8314388.316,,4293563.434,,2812948,,
,,,765653.875,130757.3594,,539272.75,425093.2813,,448414.4375,681598.9375,271220.625,,380989.75,,302641.4688,,123432.5703
,,,,,,31564.69922,,,29271.07813,,535976,,,,80114.34375,,
2934352.822,628904.0488,1129141,4953085,441649.2422,58106.41797,1929442.805,5227086,1488921.756,987969.3262,2054165.375,610121.9375,919812.6875,954699.75,299121.4141,375850.875,,182280.1016
,,,501328,46644.12891,,441870.4063,362515.7813,,227181.7656,355727.5313,1056927,,208120.9063,,151875.2031,,
247298748,37000418.25,38665295.34,197267254.1,25445743.7,5388525.033,144288764.8,260770818.6,35156936.37,73608355.88,89896970.94,66099234.68,40998541.61,44130064.25,6660468.406,16636860.59,4935602.91,9467573.535
20562.90625,30816.92969,,,,,,,,,,239341.2344,9790.862305,,,,16220.91895,
,2000398.324,721938.6982,3151451.175,1150726.43,,2397590.195,9146594.664,942504.0625,1849754.078,1830381.453,1500354.875,741653.0625,473696.5313,925482.1875,6877815,,54500.66016
,,,954745.0313,,,1362767.09,496786.3711,,891631.3906,977379.0078,785085.5742,,1418515.375,,2123115.125,,187444.8203
,,,124540.2813,15509.87207,,77280.39063,46835.375,,114534.7305,313694.5938,422729.9375,,,,99490.92188,,52143.34375
1337665.5,1598626.375,,8906436.25,786492.2305,129762.2363,2452705.641,3144595.332,1437345.875,4032068.375,20578057.13,3614630,1697250.25,7169199.75,1698558,20639853.96,616137.625,2962262.701
,,,283337.375,,93339.625,245436.8281,,,,313359.4375,1218550.625,,,,234571.9219,37767.79297,
,,,75082.97656,18931.00977,13895.42773,95822.55469,,,,66217.51563,234109.6563,,31522.71289,,,,209875.4688
,,,,,,82342.64063,34859.98438,,19467.51367,195106.0938,1638119.25,,28938.94531,,20064.41406,,
,,,266453.8125,,18086.42383,415789.125,598721.0625,,241922.4844,,2110941,,,,228600.1719,,
,,,,,,,,,,,,,,,,,
,,,,,,,38362.5625,,37211.34766,584440.4375,343649.5625,,,,49710.99609,,
,,,,,,189040.4375,,,,,549903.875,,,,,,
,,,,,,,,,,,,,,,1084202.375,,
135786.0469,,351617.0313,,,91622.44531,,330014.9063,,,362398.0938,510751.125,,501798.4375,565918,,,243488.875
,,,,,23651.77734,,,,,,390915.5625,,,,,,
,,,567920.875,,49255.94141,179131.0781,78881.95313,,91047.1875,634960.5,248013.4375,,540451.75,,1637202.875,93469.03906,184160.5938
,,,,,,,,,,,,,,,,,
477508.332,,2731486.094,2856955.5,26085713,160128.2578,61454.73438,,11280812.53,,79317.91406,1859080.703,1064122,,9225571.594,95603.20313,,117187.4219
,,,,,,,,,,,,,,,,,
,,,,,,,,,29515.73047,192622.6563,812146.4375,,,,51680.94922,,
,,1981206.25,,59401.83594,513147.6875,37312.84766,110601.5,,,,,,1205563.375,,,141083.8594,789120.7031
,4983.115723,,22462.42969,140074.7344,,476795.1797,203772.1875,,151884.125,252098.1719,1216579.016,4565.285645,44817.78906,,42021.03906,33429.33594,167777.1875
,,,338658.2813,,124175.5313,607005.5,,,,1038563.063,1177761.5,,461277.8438,,,,144424.9219
,,,1040011.625,148691.5313,102035.8984,1672386.125,1439420.375,,987388.1875,2211329.5,2202766,,1904849.375,,495716.5938,85048.0625,339599.875
5115908.425,5992087.18,1658325.27,3720028.75,545067.6406,146968.0938,6981357,5737827,1065225.109,2137439.25,3952095.75,16151499,4997855.094,8995330.469,835097.4541,4909428,140096.957,939063.6875
,,,,,406368,131259.6875,,,,,1341254.375,,,,,,590265.125
,,,,,916785.1875,,,,,,3922868,,,,,,1357506.75
,,880585.4727,35594.16797,149443.1875,384484.25,,,6924.06543,11427.48242,249913.854,1123751.205,,,15412.9043,18270.89648,35761.71191,1653750.234
1335604.625,1035909.854,1268155.863,3493559.25,440208.75,78741.78125,2597142.43,2239464.281,475809.375,1112224,2865325.641,882796,660654.9375,712391,386372.1563,1125008.375,30377.00098,782085.5625
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,276364.1563,,,,,,19510.05273
,,,,,,93037.30469,169106.4688,,50392.04688,119658.6094,171897.7188,,299390.625,,13979.13184,28283.12305,60335.95703
,,1416231.5,,,,,,224516.3281,,,,,,787845,,,
,,550703.1875,,,12386.05566,,,367953.4375,,30568.71875,662895.4492,,,537154.75,46227.70703,,
,,,,,,,,,,,,,,,,,
,,,,,13917.18066,,,,,,,,,,,,433617.0313
738233.0801,231000.3281,,1654577.688,,,243758.6406,296485.8438,153966.7666,977459.25,,,116240.9688,335827.5391,,,,
,,,,,,,85674.76563,27761.31055,39505.23438,299673.6563,353981.9375,,62864.93359,,,,
,,,,,,,,,,,,,,,,,390983.4375
,,,,,,32779.25,,,,,733275.6875,,,,,,
4309156.5,7337287.5,5687878.5,11188233.1,3381221.063,1955216.234,12189337.59,7194177.914,6825197,18498102,31415488,17190082,6181562,13620319,8441865,20049081.45,1696468.125,4874447.438
,,,,,,,,,23610.88672,51143.31641,535974.125,,,,,,
,,,49082.96484,,,97935.78906,44855.34766,,,,,,,,,,
,,,713215.9375,,,374820.3125,191964.4375,,237747.4375,2277843.5,631916.6641,,510042.9648,,2511399.25,,28146.00586
,,,,,,51151.33594,,,,,409535.4063,,,,,,
,,5175.001953,,,27453.45898,,,,,,,,,12772.16309,,,678173.1875
,,,548019.625,236862.8145,,857885.3125,402425.5117,,614995.4063,723517.625,,,438925.6563,,248224.2656,,
,,,,,,,,,,,,,,,,,
218923307.9,42938067.97,61672845.86,171360271.4,21900533.21,8451303.4,182262021.3,398803649.2,34142637,100045279.9,184610727.1,69659599.18,62516943.23,104645372.6,7999479.813,35235935.02,3928794.613,20066314.84
14492.75195,,,,,,692790.6875,244933.1094,,,,30513.05664,,294924.3125,,457106.0313,,22527.10547
,,,217746.7422,34711.3125,,246581.1797,,,64430.95703,142045.4531,1491087.25,,65827.50977,,194213,10920.08203,15936.14453
,,,,,,,,,,70156.75781,347700.1563,,374470.1875,,,,
,,,132522.9063,66179.79492,36819.00195,266148.0313,347530.7188,14082.25146,,4252.675781,239546.7969,,87097.89063,,,,157275.4688
,,,,,,,,,,,331805.375,,,,,,
,,,,,,,,,,,101694.3906,,,,,,
,,,,,,,,,,,281834.5,,,,,,
,,,,,,,,,,,,,,,,,
,,,319726.3438,,,224371.8594,234812.1563,,112668.0313,118581.5078,691609.3125,,77921.6875,,73493.3125,,
,,,,,232818.7813,76640.11719,,,,,788006.8125,,,,,,
5195.670898,12037.05371,,,,12713.20117,104062.9531,,33409.61328,36689.70313,,552828.0625,,,15511.55273,,,
,9468.455078,,320227.2188,40218.32031,18594.2876,286581.0938,122780.7422,,321748.2656,609157.7344,3836994.875,,,,124717.4063,,30651.25195
,,,70716.70313,,,145250,53166.24219,,125289.6953,62767.01953,2462487.25,,,,,,
1122858.438,682495.7949,844891.0542,2803011.25,171714.7344,49650.96875,2789092,1651716.625,628269.3945,1228353.5,1902147,2890088.25,1465927.881,1998739.375,1385538.127,3371496.25,68292.94531,1050744.5
,,3624.317627,1858651.25,276193.6563,94285.8125,,135688.9688,,,1467699.875,1530282.125,,,,,29706.75781,623622.9375
,,,,,,24385.69922,,,24502.23242,16414.95508,477595.6875,,5914.271484,,,,
,,,302597.5,36484.82422,,,128120.6172,,166191.125,208923.75,,,293080.1875,,269151.625,,149726.2656
,,,,,10927.24023,,,,,,182278.2188,,20376.22266,,,,33809.00781
3518.641602,,8920.896973,154224.5625,52938.80859,83650.16406,222185.8594,204747.6563,26348.375,104207.2188,297457.7813,970044.1445,,298328.8594,,556853.125,,308501.4688
,,,52958.59375,,,186935.1719,105643.7109,,84687.79688,128377.8438,1282977,,,,,,
46445.80078,,27594.8418,597853.8281,,,547084.043,424559.1563,,492766.0156,,1227341.375,19249.37988,,,317074.4688,,44560.13672
,,,,,6331.84375,,,,65653.64063,26898.69922,,,393508.0938,,1895446.75,,54294.71094
63088.65234,180299.6875,7143.916504,,,,213955.4063,177693.1406,,,,6488469.5,7111.351074,94940.35156,,,,
1319478.624,124621.7422,234901.5156,498459.7813,94849.81641,45623.75684,299595.0313,511453.0625,,,194813.9824,199317.875,301422.8213,1284057.375,,595675.25,,239815.875
,586495.25,,606588.75,,43455.90625,,,,155312.2031,338699.6563,,,,113550.3828,,,247970.1094
,,,,,,69971.73438,,,27878.09961,51674.77734,941255.8125,,34672.98047,,,,
,,,41869.62891,,,58457.18359,,,,77398.63281,489856.4375,,,,,,
,,,,,,73242.88281,,,,,258888.75,,,,,,
,,,,,,,,,,,,,,,,,
,,,2612487.5,,,4021048.96,1618654.992,,998865.0625,1277442.922,884820.9688,,679159.75,,566743.2275,,51441.90625
,,,2184217,77728.13281,,1444854.75,920508.5,17450.80273,364841.3125,845843.375,1034289.875,,424375.0313,,140949.9844,,89627.95313
,,,,,,,,,,4180654.25,35319.98047,,8289672,,,92555.03906,
,,,,,,47693.21094,,,20673.69727,30630.00977,347399.75,,,,,,
,,,416494.6875,,,390839.5313,301157.0313,,,401609.5313,192514.7188,,,,,58323.66797,67416.32813
,,,1450447.25,147541.0625,17372.05859,767994.625,1909220,,444025,966262.0625,636995,,645182.25,28361.92773,243671.5938,,159941.9531
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,973881,86690.98438,,468790.875,151505.7031,,444526.0313,829220.4375,2089625.5,,376614.375,,930331.375,147036.4688,200603.7344
,,,64566.26953,,,69610.71094,52474.15234,,29996.89844,83000.48438,614698.25,,,,20215.81641,,
463480.9375,,894478.4375,425359.4063,59128.61328,,534328.4375,296496.1875,218708.0469,96063.28125,445291.2813,648909.8125,604198.4375,180452.2969,17319.23047,,,27260.75586
,,,,,,,,,,,,,,,,,
3465.748291,,,588385.25,81406.98438,14622.94629,725591.625,428125.6563,,126734.5781,572684.875,1750812.375,,396509.4063,,,,141882.5469
,,,53165.74609,15239.56348,9101.708008,110495.3828,56641.92969,,38840,95103.85938,602331.25,,53033.72266,,61258.63281,,83710.98438
1826028,,,112129.9922,32446.35938,337308.707,141165.375,692783.1914,,157525.5703,1147343.555,348606.9336,,389639.0313,,143118.9531,142049.0469,436509.3359
1296254.875,836836.6104,1030830,2308553.578,,,,346574.75,100166.9141,,487443.7188,5225754.5,1169392.61,,239658.9688,,83765.02734,3488072
,,,409982.8125,,24145.67383,362966.5,279296.4375,,155169.6406,371192.8438,265718.8438,,561612.375,,182878.7031,44750.85156,85707.45313
,,,,,,,,,,,,,,,,,
,,,,,,,34551.23047,,,,1120276.625,,,,,,
8763.967773,7814.381348,10101.69141,778839.375,158191.6055,44861.44727,591180.9375,877835,11845.28027,458127.5313,611555.6621,754996.2813,5651.780762,12059.48828,6151.683105,329576.6875,15697.6167,479022.377
39751.57422,,24480.625,,,,203643.9844,26725.77539,,,121338.7188,689300,13394.99805,,27530.98828,121767.9531,,
,,,,,,,,,,,,,,,,,
,,,33119.29688,,12646.52832,,,1555127.375,,,692360.5625,,,,,,
,,,,,,88163.75,,,,,227771.8906,,,,,,
,10318.11182,,451910.1094,45138.76563,40446.82422,343081.7715,1552068.703,,299569.6738,194989.9922,819575.3828,,1225505.461,,97783,,94857.42969
,,,,,,,,,165960.5156,,,,293494.9375,,312605.2188,,
17262.53906,,,,13333.66309,,296756.375,21838.86914,13888.1416,,104129.8438,287314.8438,,44293.47656,,153692.6094,,32885.65625
1065564.297,7603.402832,775272.3125,1500491.906,201959.375,55039.18359,1502191.625,918575.4375,5538.759766,685611.25,1278971.367,5315422.945,655727.0352,892687.6875,14248.17188,748990,20503.63477,381635.3438
,,,427666.375,229716.2031,192538.3125,666168,489738.5313,,447639.0313,544004.5625,2195821.25,,472558.4063,,,,196566.9219
,,,,,,61976.16406,,,,,355261.25,,11201.30273,,,,
,,,,,,,83190.17188,,,153359.375,630672.75,,,,,,56750.57813
1243202.984,759395.1875,320746.5938,1204780.766,256946.4297,56499.16699,1041073.439,872848.0625,688674.9688,453426.1377,779531.5,371588.4375,280646.9375,378602,510378.5,196498.8359,,172978.6328
,,,97388.85156,,,356786.0313,249280.3438,,,,384660.625,,409907.5625,,,,
,,,,,,67760.82813,20326.73242,,,,291078.4688,,,,,,
,,,114948.4375,,,40310.01953,2378706.25,,189816.3438,,59134.96094,,2626143,,,,
,,,,,,,,,,,414707.875,,21128.6875,,,,
49647.86328,,,4024767,116348.4141,56727.67969,2152338.828,1571432.375,,1170417.479,8978705.126,2513713.375,43391.42969,2299155.75,,3504913.416,84943.58594,397847.2813
