"Abundance: F1: Sample, NCL_VEH","Abundance: F2: Sample, NCL_LNA","Abundance: F3: Sample, NCL_ION","Abundance: F4: Sample, CL_VEH","Abundance: F5: Sample, CL_LNA","Abundance: F6: Sample, CL_ION","Abundance: F7: Sample, NCL_VEH","Abundance: F8: Sample, NCL_LNA","Abundance: F9: Sample, NCL_ION","Abundance: F10: Sample, CL_VEH","Abundance: F11: Sample, CL_LNA","Abundance: F12: Sample, CL_ION","Abundance: F13: Sample, NCL_VEH","Abundance: F14: Sample, NCL_LNA","Abundance: F15: Sample, NCL_ION","Abundance: F16: Sample, CL_VEH","Abundance: F17: Sample, CL_LNA","Abundance: F18: Sample, CL_ION"
23964.6792,7888.919434,15583.78223,1592489.5,,,1889152.5,1154173.875,35504.76563,333379.6875,994447.9375,56654.64063,15061.62793,378207.4375,,326332.9688,,90190.4375
,,,,,30018.76758,,,,,194566.4844,1184945.5,,315615.8438,,118987.8828,,258438.9453
,,,125728.8828,,,243095.0938,135027.8438,,65821.07813,,428763.1563,,133083.625,,69037.73438,,100390.3438
,,,294385.8125,,,384607.3125,201120.1406,,111531.0781,145744.2813,108880.5547,,129359.625,,,,
,,,,,,,295917.9063,,111589.7734,,,,553025.9375,,211867.6406,,
,,,119521.6406,26024.55859,11297.20703,,,14699.9209,134306.7813,,2907326.25,,,,88908.89844,,116482.2344
,,,,,26714.01953,,,,,,1522200,,,,,,
1793237.117,46769.85352,21224.13281,6102241.5,606917.875,84850.25146,2524291.836,3370710.078,139986.375,1457519.125,3094330.5,2761195.75,260943.5449,1906719.25,9476.243164,1192504.625,45729.95703,586208.0625
13314857.61,14144400.93,11602969.84,49571973.94,3935285.344,1204834.063,59480712,30701328.15,1562896.344,8352895.578,32542717.5,13721729.3,13459765.63,14968938.76,1231069.625,1815543.25,327153.8555,9800265.375
175860.5625,,612926.6875,,,,,,,,,,,,,,,
,,,,,,44043.17188,,,,,413744.4063,,,,,,22847.1582
,,,,,,,,,,19893.74219,229154.1406,,,,9553.160156,,
,,,,,8787.751953,,,,,,209005.1094,,,,,,17477.99414
9549.676758,,,880593.625,36073.97656,,320863.875,327255.5,,332108.875,352259.4063,77232.08594,,150659.125,,,,20933.80078
1838616.718,1884906.792,,3500120,275360.584,,5121170.5,3294679.305,1388839.25,2219985.5,3197148.977,6864019,1846218.125,3518300,1329607.25,854385.8125,100314.9922,676681.375
,,,,,,,,,,,547820.125,,,,,,
209769.75,,,,,,,,,,,,,,,,,
,27178.03516,,1163766.5,49056.91016,,1036964.438,402446.5,,410064.9688,557383.4375,8913432,,174663.9219,,166000.2969,,
,,,321107.9063,,,706481.1875,88681.07813,,94964.41406,316005.6875,262335.2813,,101013.3828,,81177.38281,,
2581787.817,883640.5,1118100.825,4434152,210123.8438,62422.98828,3785231.25,5221080.5,2059435.406,904308.9375,2456829.75,1359709.625,1216384.375,1013106.375,,208425.3281,15903.44141,234950.2031
,,,,,,,,,32656.3418,,607133.1875,,,,25400.42969,,15009.07617
3955788.25,4227894.5,2797045.75,7821668,,16884.76318,7076108.375,13024232,5362163.5,,,1299235.5,3083398,2247007,2597005,,,403062.5313
,,,365479.125,22839.73242,8149.248047,483184.9375,422959.0938,,316313.375,515229.9375,201903.7188,,337512.2813,,161577.0625,,48796.875
,5781.207031,,974582.9688,32690.08496,,112909.8672,194026.0625,,409607.375,1055743.5,,,772147.6875,,168110.0469,,32241
,,,,,,,,,,,249708.125,,,,,,
,,,,,,,,,,117233,171780.5781,,,,,,
5981.118652,22981.7168,,2090302.5,121410.3223,37964.68164,1490247.625,1404998.445,,477310.2109,1004221.641,2296253.125,,656147.3125,,850018.25,,20727.84375
,,,,,,19378.34961,,,107841.8281,239790.5781,105266.4922,,105406.3359,,54906.34375,,
,,,,,,,48507.25391,,,,632795.1875,,,,,,45796.98828
630758.7754,167970.252,757428.25,2062819.125,409562.0938,72793.5625,1975454.375,1483812.92,,1927262.25,2551081.25,13631951,866400.75,994991.9375,547641.5,3500728,,830394.3359
,,,,,,,,,,,180823.2188,,95782.33594,,,,
4063457.25,4394410,3902203.5,30291.04102,67849.625,28890.34766,10249829.88,7949627.129,23170248,57120.60156,8279823.5,2737932.555,4701591,5464793,1029185.5,1714464.75,,884696.5625
,285536.9375,,130439.6641,,,520073.6563,137832.7813,339142.2188,125628.6797,197971.9375,1172157.625,,,143116.7031,140582.0469,,
202868.2969,407681.4688,847561.8806,1451839.737,390010.25,62578.12109,,1219329.75,17561.10938,1118928.5,1955504.875,2933651.631,1602683.75,24935.64941,44670.22803,3213833,34873.05469,2307623.75
,,,,,,,,,,,188287.2344,,,,,,
,,,,,,,,,,104010.9219,1360187.875,,,,,,
4181.126465,9399.53833,5895.799805,240313.6719,187320.8242,54459.57227,348543.125,124282.9922,5291.071289,112865.7656,1399688.588,273849.623,3562.857666,367535.7686,,,22821.63672,166141.3848
15810.61426,286329.2578,16349.11621,2643351.508,150740.374,7852.676758,3690493.5,1387336.324,124677.6797,664022.125,1961493.75,124849.3984,5936.853516,1248623,39663.84375,463396.5371,,107970.2344
,,,,,,,,,,,363313.875,,,,,,
,,,75572.03125,,,30038.81055,16572.16602,,45051.67969,76609.42969,509482.9375,,9415.822266,,,,11973.53027
,,,933385.8125,25089.70703,,587918.5,473355.8125,,257184.1563,390009.25,190083.9219,,238371.9375,,51903.07813,,11207.0625
,28432.67188,,179113.8125,,,231342.5938,162838.1719,,37881.37109,194301.1094,380276.4063,,43684.60938,,,,
,,,38735.19531,9824.62207,,,,,,446917.7813,319842.6875,,,,,,
,,,,,,,,,44301.41406,201336.6094,59558,,,,,,
,,,,,41601.53125,110559.1875,146883.2031,,,,321374.4063,,,,,,176269.7031
,,,64805.69531,,,24906.95117,,,397219.5313,,,,,,43610.10547,,
,,,,77773.03906,37050.28516,,135851.6406,,,132438.8281,2702486.75,,,,,,
,,,,,,,,,,,,,,,,,
,,,20783.23047,,,29403.24023,66361.50781,,36664.53516,49723.64453,343957.0313,,,,,,
,,,,,,,,,,239321.3438,,,,19986.79883,515503.9063,,204295.2656
,,,231867.4219,,,500553.625,402926.4688,,118572.9219,,2557989.5,,20020.30859,,,,
6988.978027,37332.03516,,150970.875,94073.69531,13162.47559,50291.30859,,,55438.26563,,,10603.06934,43154.97656,5516.006348,96574.76563,,89397.61719
,97193.70313,,,61991.86523,83832.05469,549793.4375,259085.0938,,497010.5625,494301.5625,1592816.125,12262.08691,291644.7813,,1426026.625,46268.59375,658754.0078
,,,,,,,,,,,,,,,,,
,,,,,,,,,52777.41016,,846513.625,,,,25709.82813,,
,,,,,,,,,,,,,,,,,
,,,,116429.75,,,133986.9844,,284605.4375,412540.625,977057.8125,,141643.0781,,319751.8438,,80838.89844
42093.29688,,37986.42969,131123.4688,74580.86719,62864.76563,,,,211667.7813,303708.3438,3663282.5,12455.60645,,,442117.5,22353.96484,184551.8281
,,,,,,,,,,,,,,,,,
459887.9375,1249954.125,774614,2253414.25,164629.1289,34203.59375,886537.8125,1123049.391,,425450.875,4416964.555,1070905.398,571113.375,791901.3633,336349.9375,2308550.914,23913.78906,140196.8477
,,,290359.9375,54124.17578,39368.73828,162571.3516,,,,308500.3125,,,120361.2656,,641955.0938,,133006.9688
,,,61828.39063,,,,,,61069.80859,42010.30078,774700.875,,,,,,26044.90234
,,,23586.17578,,,151356.8125,,27981.84961,31054.16211,,397593.1563,,42628.6875,,58482.01563,,29293.19922
,,,398640.375,,,196642.2656,98173.5625,,232132.5781,113684.5078,549531.625,,173406.4844,,192494.5469,,104647.0313
,,,,,,,,,,,437111.4063,,,,267487.6875,,
,,,430951.25,34977.57031,45388.01172,384196.7188,752948.5,,,310728.25,267217.4375,,,,,,
,,,,,,85450.625,,,,,1304432,,,,,,870833.5
,9207.237305,,336006.2148,92891.61328,,,241595.3984,,264138.6406,303987.5,199956.7969,,459071.2402,,169853.3594,,52277.61719
,,,1564113.625,,,,,,238714.1406,,,,,34729.44141,870693.8125,,
1470196.715,1073809.123,1917386.266,7977870,3396173.762,733534.4839,5387280.5,5063075.682,3726341.961,2703157.5,5684691.768,5068438,977808.1602,2654380.588,677336.502,3238108.08,741259.9229,2593466.5
,,,147975.9844,,6941.21875,170798.6563,246557.4063,,60040.86328,166344.9063,90117.72656,,199166.0938,,,,29043.56055
,,,,63249.23047,,,,,34265.84375,30159.2793,147661.5625,,,,44787.62109,,181668.8906
,17039.13281,,130850.3906,17456.63867,,987049.8125,177704.8281,,220733.875,209835.25,1749448.5,,66253.27344,,224990.0469,,27275.35352
,,,,,11207.95898,80878.5,,,74348.03906,,1480133.75,,,,,,
,,,268592.625,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
222381.9219,597998.375,659260.1875,719343.0039,,22564.8584,337729.7266,530735.3789,359982.8125,89868.72656,236215.4531,132602.8828,684870.9375,84994.15625,,,,
7542471.432,1687586.219,6715395.095,13107270.66,8233167.5,1669427.375,5319902.98,11919800.88,5645357.625,6408639.371,7882637.005,1115537.945,3338342.672,1296903,1416302.781,19688928,1161666,7447331.383
,,,,,,,,,,,,,,,,,
,,,,,,,,,,40546.95703,324551.4063,,,,,,
,,,,,,69663.51563,,,,,272550.5,,,,,,
,,3717658.75,,,,,,1136908.875,,,,,,444258.6563,,,
,,,7219054,654123.6875,,114820.2891,,,12407502,9521306,453630.3125,,,,5622752.5,4967970,
,601818,1333514.5,,24889342,8251293,,34680740,1854302,,34001900,36910516,4761.615234,32887288,3155445.5,,6023215.5,30431842
,,,,,,,,,,,,,,,,,
,,,8507.975586,40852.98438,3976.507813,26323.25586,24323.07422,12299.91797,,90737.76563,9242.145508,,,,380197.1563,6655.125977,
,,,,14502.76367,6956.85498,,93333.07813,,,,,,67839.00781,,,,174757.9375
1858542.516,1493382.932,2030659.625,13372469.33,1151713.625,170503.0625,2528714.603,2275289,74399.09375,2446222,12192403,3571223.813,2409705.063,4589633.5,19685.84473,19129181.19,229630.4375,3997101.25
,,265236.125,535482.4375,201325.0156,62444.78125,,,21762.36914,,,789750.0625,10843.86426,,,,,336923.8125
1319358.122,2402640.902,1156654.08,4681495.736,848606.1094,111691.0859,8701639.912,6369301.297,2320249,5407327.502,5222766.176,19045770.05,2407598.702,7787701.273,5313641.695,6922510,175140.0781,4605243.375
,,,436465.1563,,115273.3125,352143.3438,215474.5313,,195516.5156,,,,,,,,
,,,108067.1563,,,1110898.125,,,35792.65234,705559.4375,28468.23828,,,,,,
,168171.6406,,,,10659.28223,338217.2813,205148.5625,,,,175047.5625,,,,,,76795.75
939535.0249,1459337.559,1311558.301,27934334,3906672.625,852366.7383,2834356.25,3102309.719,782575.1846,4838360.688,14601685,3590033.586,759793.5,5305411.414,1604545.121,19469016.56,962975.855,10950997
4043245,460602.1313,1107389,1383724.5,150970.6406,49026.31641,44372.36328,770797,91794.87695,363436.625,,1845909.25,918063.5625,490709.0313,,100665.3984,7020.213379,237207.4063
,,,,,,,,,,162218,68562.98438,,1131648.625,,2522246,,
11400.75684,53322.52344,25357.72852,37038.5,29090.55078,,852731.5,38255.35156,,,,106608.2109,13108.61914,,52107.41406,,25918.97656,16647.89648
,,,27223.92578,,,144663.9375,187250.6875,,,143443.9531,209046.0781,,491123.5,,202245.6563,,
,,,44086.625,12767.45801,,140203.0781,246667.1875,,39572.25781,139824.0156,185471.3438,,258536.6719,,43038.55859,,31836.29102
,11459.76074,3767.760742,1286074.021,86060.64844,37990.05371,914531,712884.7461,25744.07227,419254.3438,1102656.625,2941628,10297.31348,378809.1875,,423006.1563,29656.58203,286521.0781
,,,,,,,,,,,,,,,,,
2101403.098,717798.0186,8167.029785,2227871.586,219846.6875,62724.88672,993144.2227,1952131.813,709492.6133,411246.502,1249646.25,853443.6836,4793.719727,584147.3135,,185079.6426,31695.77637,217498.9297
,,,240255.3516,,,151947.0469,56633.0625,,57408.99219,188821.8281,83193.63281,,,,,,
,,,,,,285649.7188,124794.7188,,,,,,,,,,
521186.5313,,333306.9063,2598059.25,74255.58984,8730.454102,4034279.836,1588494.809,1296302.25,765726.2344,1272716.852,729938.375,,734848.2617,,256805.7813,,77357.40625
795970.4375,325254.25,,1801509.875,,,2394174.5,1309843.152,932185.084,492779.5313,1517325.875,1037370.563,352322.5938,639767.8125,,225649.2656,,
,6883.038086,,861372.9375,70182.99219,11092.40918,1369198.5,1242085.375,,497656.499,1247452.25,675993.625,,886595.625,,452057.2188,,153776.0801
,,,49525.23438,,,93382.15625,,,,,1652783.625,,67195.375,,53648.76172,,32455.72656
6590.474609,10107.91406,,,,,242992.375,88127.35938,,138335.6563,210127.8906,963198.9375,,330814.4063,,480663,,
,,,23001.3418,,42556.96484,,56443.90625,,,966690.125,,,214369.5469,,2416038.75,,17662.10156
,,,,,,,,,,,207160.9375,,,,,,
609039.3125,513113.1563,,,,,,,585936.5,,,274051.0938,661714.0625,,270272.4688,,,
,,,,,,,,,,70780.57813,264823.0625,,,,,,
,,,,,,,,,,65410.78516,897913.5625,,131483.5625,,,,
,,,,44299.91016,,166163.4219,270809.1875,,,177574.5313,392262.8438,,399241.0625,,,,
,,,94982.92969,,,126158.9844,,,122579.4453,,,,104152.9141,,,,
,,11394.32129,,,5405.097168,,,,,,377757.1563,10586.35254,,,21088.01367,,
,,,,,,,,,,,,,,,,,
,,,,15887.69922,14538.06885,203791.9531,215036.9688,,211925.0469,735464.5,282735.9102,,651410.875,,1984668.375,15014.16113,214619.5313
4043082.25,3230227,5432846.5,15641214,1288508.625,,8762761,13687520,4624617.5,7835315,10801188,9451297,2957322.5,10726018,2793917.75,5414526.07,61731.89063,2288130.25
,,,,,,,,,,,917447.125,,,,,,55536.30078
,,,,,,,,,,,,,,,,,
,,,,,53917.05859,,,,,,587136.8125,,,,,,248695.8125
,,,,,,34863.21484,17438.79297,,,19119.23047,471454.4688,,,,,,
8381.911133,,,,,,428300.25,,,329402.625,415515.3438,1428132,,,,509004.0313,,
15665.71094,18111.98633,,204784.6875,,,207402.6563,,,74937.23438,116539.5234,465620.7188,7209.92334,106862.4141,,65611.78906,,
,,,,,,,,,,,,,,,,,
15834495,24780908,23980820,33652777.29,6046952.047,2440915.617,51204454.74,37440243.85,22371316,28362894.88,43074560.14,43366205.81,33550372,79958388.58,38582784,34724155.87,7288821.609,14712971.5
,,,,,,118718.3828,43227.25781,,,46549.77344,549441.6875,,,,,17351.08984,
,,,,,,,,,,,292746.5625,,,,,,216097.125
,,,,15866.99414,,,,,,,212596.0938,,12986.46973,,,,
,,,142637.0469,,,392276.375,349374.3125,,44080.55469,213526.8281,383805.5,,297508.5,,274206.75,,
,,,602785.1875,,,,19872.63672,,,,,,,,,,
,,,70585.89063,15747.29492,20015.85352,,,,17947.17578,,159271.6719,,,,,22659.34375,25831.34375
,,,,,,185076.4531,,,,,,,147117.0938,,,,
,,,1127014.375,,,410235.375,208491.375,,720070.125,3497628.781,1832610.117,,1072931.625,,2064503.625,,
,,,,,,49459.14844,,,26363.95117,48927.38672,346102.0313,,32894.03125,,27386.78125,,
712077.875,61149.54688,558813.3125,2067079.875,114771.2188,,3209332.75,1611003.75,1994761.125,942017,1483486.125,5047508.5,566386.4375,691415.5,,392651.1875,,144711.75
,,,,,,335803.2813,65902.14844,,,,,,,,,,
,,,,,,61763.80078,,,,,400244.1875,,,,,,
,,,,,,156549.375,,,27849.57813,,898123.8125,,,,,,
,,,,,,166431.1406,,,,,1199576.75,,,,,,
319315.0938,298900.6426,1845371.4,838973.9219,126345.9766,106285.8438,1437166.154,530138,440302.1094,403198.6875,795631.1875,5953295,194304.5313,702781.125,770976.8984,744309.3125,28469.94141,2198460.5
582102.75,307095.5601,388033.25,249117.6055,,31374.2168,,444300.5469,3788.575439,484362.543,594394.7266,1408329.5,889706.8125,513933.6719,3109.276611,633123.5625,30033.83545,242009.4375
,,,85766.78125,,,,,,24090.24023,,429282.625,,29780.14453,,44528.58984,,211522.5938
,,,,,,,,,,,,,,,,,
,,,,,,145138.8281,21507.43555,,18579.41797,,622759,,,,,,
3260633.5,3586383.447,6550159.66,17111195.22,2046848.289,238087.0352,25240104.22,41918215.42,23270313,631008.8125,9728933.059,29153140.5,4374638.25,5916105.5,2927364.125,137698.0352,,
,,,,,,,,,,,,,,,,,
,,,,,40259.14063,61278.60156,,,,,922536.9375,,,,,,
,,,,,45527.21484,,,,,,184521.0781,,,,,,91598.1875
,,,75587.82031,,,199780.8906,127056.4688,,581816.5625,100607.2969,53524.66406,,1203124.375,,10444754,,11505.14258
,,,,,,,,,,,460180.9375,,,,,,
,,,1577299.949,36059.12109,15700.12842,950845.8516,967675.1621,,41081.39063,892414.375,148634.75,,2787505,,1844905.624,122979.3359,155900.832
,,,,,,,,,,,153046.4844,,,,,,
,,,1715515.75,109214.293,12534.5791,688671.3672,439613.0625,,104285.9688,,,,671354.3125,,1145285,,
2327721.5,3031840.78,1904427.098,14452546,938911.6875,164662.2813,5950777,5315219,2140422,4416895,8240571.555,3918095.5,2990708,5608486,2293321.5,4032414.25,,1547150.578
,,3217222.75,,64550.20313,,61724.39063,72579.09375,679423.125,49056.26563,78347.30469,5905411.5,,103011.9219,2523723.25,,,1080168.748
,,,110504.8516,,,47509.3125,,,145623.2656,91456.67969,3951542.5,,,,208583.75,,
1127139.875,,423745.9375,,,,,,43441.27734,,,,671735.375,,,,,
,,,,,,,,,,,,,,,,,
,,,281612.9063,,,,221791.0938,,149607.1719,223509.7656,167745.4844,,435730.2813,,235150.2031,,
,11192.875,,,12306169.5,38515.90234,,52188544,,,49419046.8,654177.9375,,74715715.7,,,652532.8125,237359.8594
,,,,,,,,,,,656044.375,,,,,,
,,,660419.75,48991.28516,,319002.7188,349445.9688,,121575.3438,243400.6875,121239.6641,,152325.1875,,98687.8125,,29350.75781
,,,,,,,,,,,,,,,,,
66996.5,147522.625,,,,9237.766602,,184998.8906,,68215.5,366561.5,263117.0313,,674890.5,34683.55078,,55628.00781,43919.30078
,,,,,17219.99414,,,,,265128.4219,42828.26953,,40538.9375,,430472.375,11481.91211,
,,,840957.875,397646.2188,,874032.4375,,,695689.3125,909610.875,,,,,230506.75,,688075.4375
,15623.30566,,51320.98828,,,120374,66461.875,,43385.55859,97437.32031,64318.46094,12302.14746,56945.75781,,69504.74219,,
479241.375,276756.8438,390578.4375,493305.5313,127312.4023,,640876.8711,363789.6719,375529.917,313103.75,298550.5625,330486.6484,237297.1094,248745.125,101819.0547,89865.10938,,75887.11133
,,,315840.4375,69694.57813,15858.56055,484631.625,664699.7813,,423685.5625,348384.6563,179648.8594,,401993.4688,,188319.4375,,68304.57813
,,,,,,,,,,,298859.2188,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,346509.5313,,,,,,
,,,87642.94531,,4099.376953,136055.9531,82336.5625,,66602.65625,80772.875,2082720.625,,81554.21875,,102489.1016,,29554.0293
,,,,,,,,,,,,,,,,,
,,,275952.1563,,,226323.8594,124005.5,,78293.74219,118086.4453,1482835.875,,51312.53516,,32689.63672,,
,,,,,,,,,21401.02344,36765.47266,523055.3418,,198748.2188,,135032.8594,,
,,,,,28977.30469,21316.16992,,,,98153.45313,591195.6563,,483705.2813,,,,
,,,688622.6875,92884.97656,18678.05859,,125943.6797,,202083.875,3031758.5,670918.25,,1192092.125,,3506332,,103473
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,317010.5938,,,,,,
,,,215314.3594,,,322994.0938,433982.875,,166197.5313,426011.4375,86345.69531,,,,,,
,,,,,,296125.7813,,,,,359070.5313,,,,,,37954.82813
,,,,,,,,,,21426.57422,240938.0938,,,,,,
,,,,,,,,,,,,,,,,,
891043.5879,1679339.01,2233234.863,3921572.164,502644.3125,184869.5498,5496778.328,3470467.93,2087957.639,1539203.492,3181791.266,2832088.242,2147103.82,3956922.401,2875492.303,2640347.813,80133.78906,1209552.531
,,,,,,,,,,,237271.75,,,,,,28412.82617
,,,34941.38672,,,116416.1094,,,31669.96484,67767.08594,425094.5313,,,,,,
,,,,,,,,,,,,,,,,,
301873.5,70431.1875,,390635.0938,,,377793.875,281702.3125,,119967.4141,,2889407.25,,88584.15625,,,,
,,,,,14209.49805,,,,,122707.3125,71872.28125,,,,,,
,,,139645.8398,,,402009.666,52589.38672,,68009.00781,138597.8125,760251.8691,,47714.1875,,109124.7813,,21466.64844
316721.6875,,546015.375,1503264.625,,197844.375,,,525287.4375,,,,,,316502.1875,,,357286.5938
,151811.5469,814840.375,549278.5625,57668.88672,81176.70313,814644.5625,301852.1563,596417.8125,118930.3125,1163450.125,,350167.4688,657947.25,,490121.4688,60403.50781,230412.2656
152553904,60608896.66,50061356,131822459.6,12441616.64,4428202.983,188594288.3,314241160.5,145504656,60435051.7,132271983.6,66157979.52,59350084,65892043.22,25844654,18915569.43,3134913.623,10778938.61
,,,,,,,,,,,,,,,,,
,,,,,,48081.69922,,,,55464.47266,434788.9063,,28519.79102,,31619.04688,,
,,,9770.094727,,,18841.04297,7275.366211,,8734.643555,,441273.25,,,,5865.297363,5868.357422,10153.14551
,,,,31693.70313,,,463941.125,,,202262.5,30044.45508,,1127720.5,,,,48416.40234
,,,,,,,,,,,616220.4375,,,,,,
,,,84363.67188,62353.08203,22881.7793,1161553.75,45947.33984,,15579.04492,579058.375,,,11806.5332,,59923.7793,,
,,,8182.465332,11654.99609,21338.89648,,,,6211.682129,14579.0625,159773.6406,,,,6077.872559,,
6533.805176,,,340097.0938,,19427.53516,222506.1719,253179.0938,,137129.2363,166080.9375,,,101648.375,,66462.9375,,
,9961.550781,,2407060,209795.875,102389.3516,2742069.75,1159048.5,,1481589,1724415.75,5337910.5,4280.382813,1543702.998,,3764805.264,,1266006.188
,12665.29395,,38217.64453,,,137379.7188,,,28842.78906,,434308.6563,,23378.52539,,26885.62305,,
,,,,,78545.42969,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,238748.5156,21237.07031,,278669.25,318430.8438,,434238.4688,192973.4844,218483.7188,,356688.25,,860155.25,,113917.6797
,,192140.1563,,,,,,816270.375,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
14924.6875,28877.25977,12516.51074,975442.25,77058.41992,8313.240234,789200.4219,463146.8281,96167.43945,357965.2324,7857484.289,254816.168,10288.4248,563787.8672,73147.09766,265089.4375,,26706.29492
2303187.412,,15948.36182,6672076.5,704996.3438,93866.60156,3899167.369,4405389.5,92051.66406,1544778.125,3464752.25,5165412,871715.4375,2022249,95509.82031,603784.4375,36977.73047,565607.1875
66111.72656,,52279.26563,,,,60638.64453,,,,,146432.9688,,,,45658.03125,,
,,,2463952.031,17683.21094,11189.09277,1392116.297,3752748.49,,989494.8594,1267444.234,816632.6074,,1125540.25,,1357249.531,,64480.85938
1177291.75,834061.0625,574394.125,,209687.4219,,,,1826308.75,,85157.53125,36821.42578,710712.125,109191.6953,,66057.8125,66261.75,
,,,,14066.07031,,1051638.375,1114878.125,,285260.4375,561087,169110.8613,,47055.80469,,340114.6875,,61686.00195
,,,104659.9766,44090.22461,,212954.7344,102199.8438,,142132.8594,180678.0625,146125.3125,,220948.2031,,298125.25,,238547.2031
